iter	Logloss
365	0.1197430922
366	0.119487431
367	0.1191421987
368	0.1187781203
369	0.1183684359
370	0.1180850795
371	0.1178185907
372	0.1174712931
373	0.1171482633
374	0.1167187487
375	0.1166543134
376	0.1163503906
377	0.1162228389
378	0.1160215217
379	0.1156685836
380	0.1154033993
381	0.1151421639
382	0.1147867295
383	0.1145515644
384	0.1143005468
385	0.1140450484
386	0.1139253153
387	0.1136322867
388	0.1133930851
389	0.1130819457
390	0.1128015208
391	0.1124334025
392	0.1119512816
393	0.1115549409
394	0.1111675902
395	0.1109081432
396	0.11064913
397	0.1105300497
398	0.110267371
399	0.1100374845
400	0.1097046222
401	0.1095421412
402	0.1092966165
403	0.1089785177
404	0.1087516217
405	0.1084786485
406	0.1082795726
407	0.1079922728
408	0.10774014
409	0.1074993314
410	0.1071260793
411	0.1069609194
412	0.1065936451
413	0.1063206464
414	0.105938567
415	0.1056242521
416	0.1052791931
417	0.1049504728
418	0.1045317478
419	0.1041821651
420	0.1040068082
421	0.1039582869
422	0.1036668977
423	0.103348138
424	0.1029691681
425	0.1028837444
426	0.1025264625
427	0.1023364324
428	0.1019660211
429	0.101682689
430	0.1014238678
431	0.1010659693
432	0.1006956356
433	0.1004702863
434	0.1001121731
435	0.09985436923
436	0.09978032571
437	0.09969356894
438	0.09933790663
439	0.09904019517
440	0.09885267528
441	0.09859836701
442	0.09837595125
443	0.09812051867
444	0.097813006
445	0.09757704907
446	0.09720795637
447	0.09685389096
448	0.0966574815
449	0.09638676554
450	0.09621054528
451	0.09613915851
452	0.0958792704
453	0.09564954034
454	0.09557502781
455	0.09534753366
456	0.09499173086
457	0.09479443439
458	0.0945567282
459	0.09420769541
460	0.09396147965
461	0.09385211654
462	0.09356394127
463	0.09328850196
464	0.09308108904
465	0.0928558337
466	0.09261887601
467	0.09242641371
468	0.09232068771
469	0.09210879165
470	0.09186683499
471	0.09171150357
472	0.09140213993
473	0.09110553633
474	0.09084460013
475	0.09061625567
476	0.09046693786
477	0.09027676953
478	0.09002241194
479	0.08979487794
480	0.08964625845
481	0.08949297864
482	0.0892417931
483	0.08905309702
484	0.08884741329
485	0.08875469655
486	0.08865991834
487	0.088481324
488	0.08829439279
489	0.08812919988
490	0.087904794
491	0.08774766011
492	0.08760800376
493	0.08736062498
494	0.08709879573
495	0.08693884702
496	0.08673539564
497	0.08659159829
498	0.08640967505
499	0.08625167331
500	0.08609026561
501	0.08576692846
502	0.08554384385
503	0.08537130964
504	0.08509333197
505	0.08490659262
506	0.08481716505
507	0.08461110401
508	0.08435469117
509	0.0841378943
510	0.08394069799
511	0.08378708155
512	0.08364284148
513	0.08343581059
514	0.08322987986
515	0.0830095519
516	0.08284332372
517	0.08270452403
518	0.08254759869
519	0.08240949591
520	0.08223101305
521	0.08209140154
522	0.08186029294
523	0.08171036166
524	0.08152724113
525	0.08139188328
526	0.08123676821
527	0.0810214603
528	0.08088368939
529	0.08073195797
530	0.08060844007
531	0.08042078039
532	0.08022424995
533	0.08002500853
534	0.07984341626
535	0.07956545411
536	0.07940493174
537	0.07925759021
538	0.07900761286
539	0.07883614284
540	0.07868970883
541	0.078531636
542	0.07830209017
543	0.07815242705
544	0.07801449251
545	0.07778569294
546	0.07762868755
547	0.07750028137
548	0.07735183442
549	0.07718986596
550	0.07710142734
551	0.07697014018
552	0.07684735283
553	0.07667191121
554	0.0764683512
555	0.07624474542
556	0.07608194078
557	0.07590484049
558	0.0757087572
559	0.07561453274
560	0.07535593075
561	0.07516576883
562	0.07497324154
563	0.07484309627
564	0.07477665192
565	0.07468760777
566	0.07449095202
567	0.07439413885
568	0.07424146326
569	0.07408992969
570	0.07397973782
571	0.07382598507
572	0.07366437307
573	0.07349064199
574	0.07338557262
575	0.07327627237
576	0.07315472508
577	0.07305802694
578	0.07294885363
579	0.07278171977
580	0.07257497183
581	0.07253759528
582	0.07242005881
583	0.07224400435
584	0.07211811725
585	0.07201499915
586	0.07185867079
587	0.07176609091
588	0.0716626018
589	0.07158459313
590	0.07153424906
591	0.07139818815
592	0.07123105823
593	0.07110318142
594	0.0709170236
595	0.07087368056
596	0.07076596113
597	0.07055627456
598	0.07043791662
599	0.07035939822
600	0.07018219716
601	0.06997229953
602	0.06979396254
603	0.06967781535
604	0.06954690675
605	0.06935725844
606	0.06916744388
607	0.06898914052
608	0.06885747444
609	0.06877179427
610	0.06860363591
611	0.06849738271
612	0.06837545359
613	0.06828762941
614	0.06807702976
615	0.06791475989
616	0.06779252043
617	0.06764453197
618	0.06753826405
619	0.0674168682
620	0.06734893327
621	0.06722480715
622	0.06710637698
623	0.06701616487
624	0.06691422962
625	0.06688065208
626	0.06685161991
627	0.06666869798
628	0.06663727756
629	0.06642512623
630	0.06637549152
631	0.06629579539
632	0.06610305373
633	0.06595489786
634	0.06582608957
635	0.06567098399
636	0.06550843902
637	0.06534791293
638	0.06523637023
639	0.06505618473
640	0.06498954472
641	0.06486772449
642	0.06467272427
643	0.06453312172
644	0.06435907124
645	0.06425351326
646	0.06407256984
647	0.06388005381
648	0.06378905703
649	0.0637180009
650	0.0636214967
651	0.06348644838
652	0.06344984785
653	0.06330137462
654	0.06324329457
655	0.06314771998
656	0.06303793292
657	0.06291156433
658	0.06274232863
659	0.06263346193
660	0.06252073016
661	0.06247422209
662	0.06240260082
663	0.06230939883
664	0.06222658969
665	0.06205919095
666	0.06198194274
667	0.06182774739
668	0.06169844556
669	0.06163032322
670	0.06149965711
671	0.06144762531
672	0.06133112788
673	0.0612856069
674	0.06118614606
675	0.06107929106
676	0.06094490359
677	0.06085455682
678	0.06076560357
679	0.06066626897
680	0.06059888262
681	0.06049606607
682	0.06036345376
683	0.06013554553
684	0.0600647815
685	0.0599535359
686	0.05986738989
687	0.05981583507
688	0.05966616404
689	0.05960713595
690	0.05949564566
691	0.05938636991
692	0.05931001775
693	0.05921230999
694	0.05916990049
695	0.05904409081
696	0.05899860791
697	0.05887372679
698	0.05882531194
699	0.05877988128
700	0.05868262646
701	0.05853865996
702	0.05849808667
703	0.05835845606
704	0.05826332828
705	0.05815816174
706	0.0580326922
707	0.05798974524
708	0.05785131028
709	0.0576841696
710	0.05755139183
711	0.05739705369
712	0.05735514786
713	0.05722277231
714	0.05709401412
715	0.05698559212
716	0.05691409922
717	0.05681316998
718	0.05677094055
719	0.05672553099
720	0.05657330646
721	0.05644044155
722	0.05636505929
723	0.0562597058
724	0.05618458651
725	0.05602789054
726	0.05593870132
727	0.05585451276
728	0.05573965247
729	0.05563275064
730	0.05556996496
731	0.05533994281
732	0.0553176466
733	0.05520035961
734	0.05515299672
735	0.05505544993
736	0.05489353097
737	0.05478137417
738	0.05462047085
739	0.05456449813
740	0.05445768389
741	0.05441988233
742	0.05434258977
743	0.05424724099
744	0.05415953318
745	0.05411661868
746	0.05404725644
747	0.05392398616
748	0.05383303542
749	0.05371167252
750	0.05367414612
751	0.05358658304
752	0.05350093069
753	0.05337249958
754	0.05328408895
755	0.05317260993
756	0.05311491779
757	0.05301494235
758	0.05297098755
759	0.05284450951
760	0.05274567708
761	0.05257805634
762	0.05248622925
763	0.05236466549
764	0.05229197184
765	0.05221184953
766	0.05212484154
767	0.05198613955
768	0.05188638114
769	0.05180358228
770	0.05172988897
771	0.0516571523
772	0.05163629673
773	0.05156397978
774	0.05140967743
775	0.05128955451
776	0.05116543639
777	0.05110686717
778	0.05103397918
779	0.05095619068
780	0.05085348807
781	0.05077598499
782	0.05069564975
783	0.05061035629
784	0.05052362995
785	0.05048806219
786	0.05035858286
787	0.0503061796
788	0.0502218025
789	0.05011841149
790	0.0499908613
791	0.04994261289
792	0.04987691239
793	0.04979264898
794	0.04971096735
795	0.04965920068
796	0.04961654965
797	0.04947070536
798	0.04934802719
799	0.04925884057
800	0.04920308322
801	0.04915558961
802	0.04907134018
803	0.04896503128
804	0.04888573067
805	0.04879634068
806	0.04873897983
807	0.04864643623
808	0.04859308252
809	0.04846413134
810	0.04838358776
811	0.04828944466
812	0.0481819152
813	0.04811888434
814	0.04804756988
815	0.04792491898
816	0.04789903022
817	0.04778301088
818	0.04769900902
819	0.04766677481
820	0.04754517208
821	0.04744395008
822	0.04740703107
823	0.04730764171
824	0.04729003477
825	0.04721808536
826	0.04714171472
827	0.0470767512
828	0.04703022939
829	0.04695483599
830	0.046844105
831	0.04673660971
832	0.04672521017
833	0.04666631976
834	0.04661476911
835	0.04655195728
836	0.04651029716
837	0.04646093318
838	0.04636119231
839	0.04626542939
840	0.04615789371
841	0.0460766073
842	0.04599390551
843	0.04590447108
844	0.04578856775
845	0.04573725889
846	0.04567428316
847	0.0456246427
848	0.04559942942
849	0.04554035986
850	0.0454427667
851	0.04539326413
852	0.04529230385
853	0.04524611362
854	0.04512999994
855	0.04507960617
856	0.04506993261
857	0.04499747452
858	0.04495133612
859	0.04491309486
860	0.04484134169
861	0.04473849553
862	0.04465919981
863	0.04459760464
864	0.04456875954
865	0.04448775313
866	0.04440404165
867	0.04431225837
868	0.04419713708
869	0.04409610209
870	0.04402845195
871	0.04398234324
872	0.04391378677
873	0.04381051099
874	0.04378118988
875	0.04373226586
876	0.04366037793
877	0.04359092985
878	0.04356506861
879	0.04349480215
880	0.04344217595
881	0.04331285572
882	0.04327250132
883	0.04323033601
884	0.04319422091
885	0.04306271205
886	0.04299109248
887	0.04289929342
888	0.04286744168
889	0.0428021844
890	0.04268406199
891	0.04259061933
892	0.04250932354
893	0.04242862873
894	0.04240123517
895	0.04237184773
896	0.04228785092
897	0.04225066332
898	0.04219476317
899	0.04213292775
900	0.04208862666
901	0.04205979606
902	0.0419672552
903	0.04187702922
904	0.04184168716
905	0.04175732811
906	0.041697918
907	0.04162646262
908	0.04161855801
909	0.04155038235
910	0.04147134803
911	0.04141233492
912	0.04131288833
913	0.04124217734
914	0.04117329071
915	0.04109884705
916	0.04107536431
917	0.04102953582
918	0.04094496114
919	0.04086005967
920	0.04077693592
921	0.04066868233
922	0.04057350257
923	0.04053287956
924	0.04048520078
925	0.04037868634
926	0.04034989286
927	0.04031199064
928	0.040266868
929	0.04020472522
930	0.04015958496
931	0.04007856185
932	0.03997765538
933	0.0399218677
934	0.03986822165
935	0.03979760707
936	0.03978205109
937	0.03972301782
938	0.03968760863
939	0.03960662724
940	0.03955100692
941	0.03945913854
942	0.03940323771
943	0.03932230849
944	0.03925519907
945	0.03923576108
946	0.0392010477
947	0.03915309895
948	0.03910041954
949	0.03903258459
950	0.03900230151
951	0.03898245231
952	0.03890337076
953	0.03884908615
954	0.03882344704
955	0.03880715184
956	0.03876315665
957	0.03872473453
958	0.03868680135
959	0.03860432034
960	0.03858528896
961	0.03856348946
962	0.03850404451
963	0.03848586858
964	0.03842254651
965	0.03832719592
966	0.03828619211
967	0.03823075136
968	0.03816697137
969	0.03803903313
970	0.03795395005
971	0.0378896699
972	0.0378729648
973	0.03781344376
974	0.03776773563
975	0.03771800408
976	0.0376204616
977	0.03757044259
978	0.03747164485
979	0.03744216949
980	0.03735488326
981	0.03729819121
982	0.03725372159
983	0.03716883389
984	0.03713993289
985	0.0370817238
986	0.03707003068
987	0.03702273572
988	0.03700224796
989	0.03694924778
990	0.03687636438
991	0.0368339857
992	0.0368129207
993	0.03673645793
994	0.0366537063
995	0.03658806862
996	0.03655913902
997	0.03650801805
998	0.03646222217
999	0.0364073937
1000	0.03638671081
1001	0.0363398657
1002	0.03631622263
1003	0.03626335216
1004	0.03623204352
1005	0.0361902728
1006	0.03617149306
1007	0.03608005231
1008	0.03599924893
1009	0.03595407886
1010	0.03594854875
1011	0.03589740506
1012	0.03585951403
1013	0.0357932778
1014	0.03576743243
1015	0.03571053711
1016	0.03566708616
1017	0.03562490353
1018	0.03555074801
1019	0.03547986096
1020	0.0354326963
1021	0.03534296843
1022	0.03532621614
1023	0.03528313989
1024	0.03520507964
1025	0.03514140408
1026	0.03510695161
1027	0.03509429614
1028	0.03505991738
1029	0.03501632669
1030	0.03496751724
1031	0.03490017605
1032	0.03486686242
1033	0.03483609808
1034	0.03477679132
1035	0.03473669231
1036	0.03466608675
1037	0.0346596242
1038	0.03457343324
1039	0.0345087846
1040	0.03442216151
1041	0.03437950608
1042	0.0343226575
1043	0.03425146586
1044	0.0342098288
1045	0.03414793691
1046	0.0340624574
1047	0.0340004504
1048	0.03391943703
1049	0.03387726083
1050	0.03383391119
1051	0.03379099725
1052	0.03371863296
1053	0.0336413545
1054	0.03356742068
1055	0.03354084237
1056	0.03346570174
1057	0.03341793691
1058	0.03337659281
1059	0.03334974945
1060	0.03331981022
1061	0.03330686034
1062	0.03325734824
1063	0.03320422685
1064	0.03316789325
1065	0.03311939289
1066	0.03309520229
1067	0.03304561248
1068	0.03302208991
1069	0.03297689247
1070	0.03293698486
1071	0.03291680016
1072	0.03288077699
1073	0.03284939669
1074	0.03277314345
1075	0.03273099251
1076	0.03265297069
1077	0.03263381999
1078	0.0325916336
1079	0.0325355172
1080	0.03250203528
1081	0.03245723786
1082	0.03240389134
1083	0.03233324386
1084	0.03228633923
1085	0.03225459632
1086	0.03221885052
1087	0.03217169824
1088	0.03210754024
1089	0.03206106399
1090	0.03204377089
1091	0.03199904656
1092	0.03191166731
1093	0.03189085398
1094	0.03185886328
1095	0.0318169557
1096	0.03174521072
1097	0.03170607775
1098	0.03166732524
1099	0.03163322408
1100	0.03158640251
1101	0.03153525542
1102	0.0315047293
1103	0.03146684855
1104	0.03144057109
1105	0.03143152396
1106	0.03139606953
1107	0.03138004935
1108	0.03130474156
1109	0.0312693417
1110	0.03120129257
1111	0.03113162577
1112	0.03108478138
1113	0.03103818084
1114	0.03100407311
1115	0.03095009495
1116	0.03087465525
1117	0.03080420043
1118	0.03075642902
1119	0.03067911378
1120	0.03062720198
1121	0.03058503433
1122	0.03055512432
1123	0.03049732135
1124	0.03045755006
1125	0.03042153932
1126	0.03036756662
1127	0.03034836653
1128	0.03032383675
1129	0.03028246984
1130	0.03024775159
1131	0.03019221676
1132	0.03012481116
1133	0.03008417273
1134	0.03007061584
1135	0.03002361919
1136	0.02996655844
1137	0.02994480474
1138	0.02989707107
1139	0.02986915319
1140	0.02979265212
1141	0.02974808305
1142	0.02972243419
1143	0.02967212611
1144	0.02963974327
1145	0.02962717358
1146	0.02957175371
1147	0.02952078003
1148	0.02949707222
1149	0.02946497197
1150	0.0294493024
1151	0.02939963907
1152	0.02936457315
1153	0.02931117901
1154	0.0292263974
1155	0.02918413509
1156	0.02915195785
1157	0.0290953352
1158	0.02905747214
1159	0.02901369291
1160	0.02899093819
1161	0.0289357717
1162	0.02887603762
1163	0.02879709822
1164	0.02875713805
1165	0.02869465782
1166	0.02868114835
1167	0.02864216619
1168	0.02862777028
1169	0.02856733483
1170	0.02855980778
1171	0.02853287812
1172	0.0284663717
1173	0.02842134942
1174	0.02838869999
1175	0.0283456683
1176	0.02829625257
1177	0.02826925309
1178	0.02821446684
1179	0.02819334499
1180	0.02816007321
1181	0.02811920511
1182	0.02807894353
1183	0.02803595055
1184	0.02799415478
1185	0.02796881398
1186	0.02795278348
1187	0.02789821211
1188	0.02789136154
1189	0.02786241937
1190	0.02782655263
1191	0.02779164917
1192	0.02777950047
1193	0.02777198425
1194	0.02774415633
1195	0.02770102625
1196	0.02768980872
1197	0.02764931821
1198	0.02763233112
1199	0.02758941371
1200	0.02754829047
1201	0.02751874532
1202	0.02748494852
1203	0.02747417459
1204	0.02739292024
1205	0.02736989511
1206	0.02734571959
1207	0.02731489634
1208	0.02727923475
1209	0.02721776245
1210	0.02718731591
1211	0.02716071211
1212	0.02714455243
1213	0.02709452705
1214	0.02707024277
1215	0.02704869877
1216	0.0270159841
1217	0.02700127646
1218	0.02699304004
1219	0.02697449951
1220	0.02693489392
1221	0.02689687279
1222	0.02684381532
1223	0.02680735531
1224	0.02678658592
1225	0.02677453972
1226	0.02673221531
1227	0.02669679776
1228	0.02668791768
1229	0.02667099949
1230	0.02663516247
1231	0.02662519535
1232	0.02661542775
1233	0.02656798104
1234	0.02654083106
1235	0.02651451096
1236	0.02648350292
1237	0.02646808525
1238	0.02644009942
1239	0.02639959879
1240	0.02639075336
1241	0.02636278027
1242	0.02633656678
1243	0.02633329275
1244	0.0262781464
1245	0.02624727021
1246	0.02619146576
1247	0.02614308808
1248	0.02613771762
1249	0.0261072531
1250	0.02608497632
1251	0.02603565092
1252	0.02597907962
1253	0.02594634547
1254	0.02591394498
1255	0.02588622667
1256	0.02584384794
1257	0.02582073899
1258	0.02577408745
1259	0.02574586402
1260	0.02571347556
1261	0.02566712325
1262	0.02564050606
1263	0.02558672673
1264	0.02558051159
1265	0.02557009122
1266	0.02552465233
1267	0.02549775936
1268	0.025460229
1269	0.02543591807
1270	0.02537774926
1271	0.02532746732
1272	0.02529040082
1273	0.02523889045
1274	0.02522038353
1275	0.0251674027
1276	0.025135052
1277	0.02509674622
1278	0.02504353484
1279	0.02502315324
1280	0.02499497975
1281	0.02498926773
1282	0.02496689258
1283	0.02495489183
1284	0.0249259168
1285	0.02486976229
1286	0.02483798202
1287	0.0248169676
1288	0.02477678438
1289	0.02473783234
1290	0.02472040397
1291	0.02471376335
1292	0.02469539829
1293	0.02465521731
1294	0.0246224474
1295	0.02456922336
1296	0.02453616898
1297	0.02449416099
1298	0.02444343871
1299	0.02441350563
1300	0.02438118906
1301	0.02435132774
1302	0.02431887342
1303	0.02430673693
1304	0.02423812704
1305	0.0241838702
1306	0.02417792437
1307	0.02416366348
1308	0.02412797999
1309	0.02409290883
1310	0.02406329974
1311	0.02405146919
1312	0.0240295287
1313	0.02396854345
1314	0.02395108794
1315	0.0239330665
1316	0.02391430075
1317	0.02388389711
1318	0.02386884663
1319	0.02386158508
1320	0.02382522303
1321	0.02378542347
1322	0.02375948715
1323	0.02373671137
1324	0.02369335611
1325	0.02368764626
1326	0.02366759006
1327	0.0236427759
1328	0.02359173982
1329	0.02358440636
1330	0.02356258865
1331	0.02355174259
1332	0.02353723854
1333	0.02352857276
1334	0.02349716188
1335	0.02347388658
1336	0.0234429793
1337	0.0234312581
1338	0.02341057617
1339	0.02336508694
1340	0.02335021353
1341	0.02331189629
1342	0.0233062752
1343	0.02327698537
1344	0.02325477263
1345	0.02324748723
1346	0.02320873862
1347	0.02318669935
1348	0.02316459192
1349	0.02313599879
1350	0.02309596871
1351	0.02306325791
1352	0.02304307487
1353	0.02298175186
1354	0.02295611195
1355	0.02291624712
1356	0.02288988328
1357	0.02286274751
1358	0.02285247754
1359	0.02282413379
1360	0.02279267922
1361	0.02276868508
1362	0.02274598583
1363	0.02272953757
1364	0.02269732374
1365	0.02262891992
1366	0.02259113408
1367	0.02258515685
1368	0.02257687847
1369	0.02255178484
1370	0.02254381539
1371	0.02252894053
1372	0.02249606426
1373	0.02247416573
1374	0.02244936498
1375	0.02244374247
1376	0.02241320384
1377	0.02240464897
1378	0.02236827276
1379	0.02235677568
1380	0.02233457733
1381	0.02232830349
1382	0.02230767347
1383	0.02228095952
1384	0.02226103018
1385	0.02223954978
1386	0.0222221809
1387	0.02221113293
1388	0.02219647746
1389	0.02215001386
1390	0.02213992237
1391	0.02211951084
1392	0.0220863296
1393	0.02205771685
1394	0.02203696679
1395	0.02198954874
1396	0.02197195316
1397	0.02195228134
1398	0.02193372829
1399	0.02192660525
1400	0.02192325091
1401	0.02191316316
1402	0.02189365312
1403	0.02187625019
1404	0.02185706983
1405	0.02182777187
1406	0.02179811602
1407	0.02179140568
1408	0.02174408476
1409	0.02173337615
1410	0.02169932432
1411	0.0216587336
1412	0.02164253699
1413	0.02160557973
1414	0.02156378287
1415	0.02155961182
1416	0.02153503326
1417	0.02152507382
1418	0.02152236745
1419	0.02150367043
1420	0.02148738206
1421	0.02144840748
1422	0.02143049425
1423	0.02139269187
1424	0.02138747316
1425	0.02137615982
1426	0.02134271586
1427	0.02130790702
1428	0.02127875281
1429	0.02123523789
1430	0.02123522521
1431	0.02121599988
1432	0.02119425776
1433	0.02118266985
1434	0.0211597578
1435	0.02112945424
1436	0.02111050943
1437	0.02107174664
1438	0.02105167319
1439	0.02105168007
1440	0.02102470394
1441	0.02098437716
1442	0.02095763627
1443	0.02094653288
1444	0.02091659158
1445	0.02090467292
1446	0.02086377728
1447	0.02080748457
1448	0.0207878919
1449	0.0207518577
1450	0.02074344754
1451	0.02069192
1452	0.02068001858
1453	0.02066404017
1454	0.02065328738
1455	0.02063274765
1456	0.02060270257
1457	0.0205700264
1458	0.02056235551
1459	0.02054090836
1460	0.0205165152
1461	0.02048064701
1462	0.0204640639
1463	0.02043402083
1464	0.02041600248
1465	0.02038470844
1466	0.02036110243
1467	0.02033487887
1468	0.0202908298
1469	0.02026116725
1470	0.02023795042
1471	0.02021409168
1472	0.02021155372
1473	0.02018450635
1474	0.02015083117
1475	0.02012091073
1476	0.02008796032
1477	0.02006274118
1478	0.0200356593
1479	0.02002549734
1480	0.01999862567
1481	0.01994663681
1482	0.01992925025
1483	0.01990782693
1484	0.01990143053
1485	0.01988961736
1486	0.01988146212
1487	0.01983959492
1488	0.01983272626
1489	0.01981230799
1490	0.01980036075
1491	0.01978301694
1492	0.0197393776
1493	0.01970715255
1494	0.01968457567
1495	0.0196436441
1496	0.01961302807
1497	0.01960791237
1498	0.01958853947
1499	0.01954703295
